task,sub,condition,a,v,t,st,alpha
hick,subject95,0bit,2.0765572,5.2364836,0.110681236,0.14586118,1.4360161
hick,subject96,0bit,1.9033053,6.0288725,0.17351326,0.08297881,1.5102146
hick,subject97,0bit,2.153038,6.1538596,0.12090954,0.11064914,1.3997166
hick,subject98,0bit,2.1207173,4.3971457,0.117266804,0.16273089,1.5098195
hick,subject99,0bit,1.7599161,3.7415295,0.1625421,0.1071427,1.5594677
hick,subject1,1bit,2.1088498,5.2929983,0.17680308,0.09545047,1.544439
hick,subject10,1bit,2.1149688,6.392021,0.20993721,0.08006231,1.4911411
hick,subject100,1bit,2.3234825,5.942772,0.22497304,0.08965859,1.5114471
hick,subject101,1bit,2.0377498,6.4400454,0.22329415,0.07972086,1.4891275
hick,subject102,1bit,2.0328007,4.649784,0.18610826,0.107636146,1.5121374
hick,subject103,1bit,2.256651,5.3494654,0.1899129,0.095656134,1.5334278
hick,subject104,1bit,1.964114,6.4270372,0.17996843,0.081650645,1.5130743
hick,subject105,1bit,2.0949569,5.7459183,0.20653914,0.083640754,1.4592197
hick,subject106,1bit,2.3410225,3.8780084,0.17532158,0.10773512,1.4925406
hick,subject107,1bit,2.0084627,5.4828653,0.20414281,0.08881738,1.492752
hick,subject108,1bit,2.5182521,5.205276,0.22378965,0.10441816,1.5215074
hick,subject109,1bit,2.0316381,5.1514297,0.17276064,0.09837881,1.5371937
hick,subject11,1bit,2.3865502,4.946022,0.1960619,0.10418737,1.5343406
hick,subject110,1bit,2.1564794,5.136553,0.18491334,0.10235907,1.5705835
hick,subject111,1bit,1.8373501,7.3411283,0.2017858,0.07097681,1.4706922
hick,subject112,1bit,2.0807934,6.341404,0.20000796,0.0819634,1.5018972
hick,subject113,1bit,1.9339066,5.357043,0.19193709,0.09673761,1.5316008
hick,subject114,1bit,2.052886,5.640461,0.18259494,0.08869866,1.5059315
hick,subject115,1bit,2.6092467,3.9383516,0.2136003,0.1279346,1.5842152
hick,subject116,1bit,1.9126434,4.4607296,0.20384808,0.1452517,1.5780821
hick,subject117,1bit,2.4918394,3.795641,0.21249549,0.12926467,1.552092
hick,subject118,1bit,2.0385427,6.118989,0.18467708,0.086583704,1.5300161
hick,subject119,1bit,2.287556,5.6148987,0.19169922,0.09615245,1.5337275
hick,subject12,1bit,1.8378687,4.7160277,0.1746159,0.09452528,1.4886224
hick,subject120,1bit,1.8275251,6.44075,0.18574111,0.076289915,1.4701859
hick,subject121,1bit,2.0670624,5.773077,0.18433307,0.086359106,1.4887346
hick,subject122,1bit,1.9852619,4.7352386,0.17663783,0.098437466,1.4965603
hick,subject123,1bit,1.8475872,6.6571074,0.18854855,0.07534886,1.4721824
hick,subject124,1bit,2.2264786,5.5924525,0.1852883,0.09087361,1.4544181
hick,subject125,1bit,2.0991678,5.8529406,0.18254226,0.08659846,1.5100504
hick,subject126,1bit,2.1673377,5.8579483,0.19741774,0.0912757,1.5322809
hick,subject127,1bit,1.942863,5.1940207,0.17941491,0.09653822,1.5172637
hick,subject128,1bit,2.0795834,6.1907415,0.18523121,0.08310999,1.5001856
hick,subject129,1bit,2.0921843,5.149457,0.18762298,0.10360614,1.5690943
hick,subject13,1bit,1.8760343,5.4203186,0.20577319,0.085228644,1.445908
hick,subject130,1bit,2.0425947,6.6072726,0.20285654,0.07911598,1.5009689
hick,subject131,1bit,2.0038862,6.2145023,0.20111844,0.08201007,1.4905524
hick,subject132,1bit,2.0266147,5.9647202,0.18252526,0.08894575,1.5377587
hick,subject133,1bit,2.629719,4.952771,0.12681434,0.14052446,1.3716053
hick,subject134,1bit,1.7789531,7.153379,0.18955757,0.07035224,1.4483182
hick,subject14,1bit,2.3190787,3.7811053,0.2035623,0.11433924,1.526807
hick,subject15,1bit,2.203012,5.3487945,0.20551158,0.10101297,1.5183065
hick,subject16,1bit,2.0585172,6.339166,0.19884993,0.08080669,1.4981443
hick,subject17,1bit,2.1963825,5.8448334,0.1965803,0.09022837,1.5363097
hick,subject18,1bit,2.1894038,6.6129923,0.22760844,0.07601195,1.4357337
hick,subject19,1bit,2.2196646,6.1441526,0.21440645,0.086668156,1.4990942
hick,subject2,1bit,2.1787524,4.475453,0.1674771,0.099509,1.4471974
hick,subject20,1bit,2.2277029,6.072445,0.17947373,0.08230681,1.4647566
hick,subject21,1bit,2.7687566,5.0598106,0.28525698,0.11796927,1.5245408
hick,subject22,1bit,1.5770862,1.933066,0.17107157,0.11435053,1.4820783
hick,subject23,1bit,2.3090158,5.2464447,0.15266585,0.10324589,1.4973912
hick,subject24,1bit,2.2897692,5.178298,0.18626733,0.10069179,1.549905
hick,subject25,1bit,2.0394268,5.9247055,0.1911984,0.08659751,1.5031499
hick,subject26,1bit,2.100572,5.31675,0.18683068,0.10010129,1.5586445
hick,subject27,1bit,2.3453004,5.435415,0.21845204,0.096175775,1.485265
hick,subject28,1bit,1.8352443,6.577402,0.20559512,0.0747022,1.4662509
hick,subject29,1bit,1.6715074,6.1708093,0.17782265,0.07457204,1.4389987
hick,subject3,1bit,2.550031,3.5388396,0.24660905,0.12772727,1.5404589
hick,subject30,1bit,2.0240586,6.157166,0.18549469,0.08060201,1.4916867
hick,subject31,1bit,2.2019982,4.5087857,0.18223788,0.11068448,1.575717
hick,subject32,1bit,2.0508294,5.5786896,0.17793167,0.0900797,1.5156158
hick,subject33,1bit,2.6387417,3.3983645,0.21075095,0.12505102,1.552791
hick,subject34,1bit,2.1253037,6.1858644,0.22007865,0.082981005,1.4826714
hick,subject35,1bit,2.046825,6.426265,0.20011733,0.08000756,1.5006108
hick,subject36,1bit,1.9400218,5.7444744,0.17520113,0.089410126,1.5276974
hick,subject37,1bit,1.8835704,5.6963735,0.1831667,0.085145295,1.4763094
hick,subject38,1bit,1.924281,3.325745,0.18473616,0.106677115,1.4969037
hick,subject39,1bit,2.3771625,4.084942,0.20645677,0.114932805,1.5484353
hick,subject4,1bit,2.0175343,6.4682183,0.18283148,0.07917731,1.444906
hick,subject40,1bit,2.0345936,6.077717,0.20096654,0.08335468,1.4962047
hick,subject41,1bit,1.9300425,5.2060223,0.17457522,0.09914838,1.5558863
hick,subject42,1bit,1.9698589,6.9058094,0.19676803,0.07423368,1.47718
hick,subject43,1bit,2.1532555,5.4157724,0.18860587,0.091605105,1.4884174
hick,subject44,1bit,2.1232734,6.613939,0.22846255,0.07662248,1.479857
hick,subject45,1bit,2.020813,6.107357,0.18584247,0.08444196,1.5117813
hick,subject46,1bit,2.048293,6.6584854,0.2124105,0.07858715,1.4806759
hick,subject47,1bit,2.1405432,6.4440002,0.21644032,0.07957531,1.4858822
hick,subject48,1bit,2.0716176,5.7332973,0.18950143,0.09333382,1.5387524
hick,subject49,1bit,2.1780791,5.3170977,0.19444394,0.101885386,1.5543438
hick,subject5,1bit,2.3861074,4.9740276,0.16820428,0.10826508,1.5373236
hick,subject50,1bit,1.921371,5.828373,0.18755826,0.08924644,1.5262324
hick,subject51,1bit,1.8942115,6.1766944,0.18519032,0.07895487,1.4564929
hick,subject52,1bit,2.2756894,6.42246,0.24153197,0.08004662,1.4800749
hick,subject53,1bit,2.0438461,5.91724,0.18734272,0.08593132,1.5005623
hick,subject54,1bit,1.982455,5.41838,0.1918049,0.09447687,1.5105615
hick,subject55,1bit,2.1211343,5.576085,0.18673523,0.09379107,1.5127605
hick,subject56,1bit,2.098619,6.0434875,0.20700797,0.08588138,1.5011674
hick,subject57,1bit,2.1339467,5.2668905,0.17475227,0.09374289,1.5231332
hick,subject58,1bit,2.2157469,6.351693,0.22456765,0.08104599,1.4907813
hick,subject59,1bit,1.9292278,7.0116444,0.20178443,0.07350181,1.4789416
hick,subject6,1bit,2.1914282,5.5443487,0.18139777,0.09396338,1.5236934
hick,subject60,1bit,2.0404794,5.5354176,0.1897661,0.0861339,1.4784714
hick,subject61,1bit,2.2519417,4.89153,0.18853754,0.099120416,1.5183592
hick,subject62,1bit,2.0117667,6.0027266,0.18015556,0.082599856,1.4723046
hick,subject63,1bit,2.3883998,6.2111545,0.2056155,0.07815819,1.4270704
hick,subject64,1bit,1.8351734,6.514192,0.18933588,0.07486859,1.4481236
hick,subject65,1bit,2.2986565,5.02414,0.20149668,0.1017435,1.5365202
hick,subject66,1bit,2.0684443,6.099622,0.19112252,0.087901786,1.5199566
hick,subject67,1bit,2.5164473,3.9176855,0.20367937,0.11778039,1.5318873
hick,subject68,1bit,1.9777924,6.429324,0.18658243,0.07725573,1.476075
hick,subject69,1bit,2.689557,4.707665,0.24388035,0.11604052,1.4994926
hick,subject7,1bit,2.0885353,5.3706517,0.18243356,0.09841982,1.5644691
hick,subject70,1bit,2.3825016,5.2260137,0.2082477,0.09954756,1.530813
hick,subject71,1bit,2.3269055,5.747734,0.22999582,0.09562547,1.5333207
hick,subject72,1bit,2.1049235,5.027838,0.18955079,0.100669794,1.5215117
hick,subject73,1bit,1.865497,4.842481,0.17227264,0.08860627,1.4424036
hick,subject74,1bit,1.8519082,7.4621234,0.20208138,0.06876096,1.4487691
hick,subject75,1bit,2.4235072,3.970988,0.20010309,0.124277934,1.5517094
hick,subject76,1bit,1.9343119,6.528814,0.20606889,0.07437776,1.4158915
hick,subject77,1bit,2.5613549,4.311076,0.22625217,0.13469563,1.5324206
hick,subject78,1bit,2.204558,4.7556276,0.18603481,0.10929833,1.560004
hick,subject79,1bit,2.2817996,5.146368,0.18262462,0.098946325,1.5365243
hick,subject8,1bit,1.7926863,6.286218,0.19576137,0.08367963,1.516062
hick,subject80,1bit,1.9571655,7.0139246,0.20911743,0.07415229,1.4777993
hick,subject81,1bit,2.0675547,5.201728,0.17295097,0.09852107,1.5582321
hick,subject82,1bit,2.5645893,4.412897,0.19633926,0.10715854,1.4705582
hick,subject83,1bit,1.7567546,5.7488,0.17130607,0.07851626,1.4316941
hick,subject84,1bit,2.3807144,4.79609,0.19614573,0.11071128,1.5693179
hick,subject85,1bit,2.354106,4.9316616,0.20725945,0.10662522,1.5392188
hick,subject86,1bit,1.9678771,5.800968,0.16457713,0.087465584,1.5173433
hick,subject87,1bit,2.34374,5.171686,0.18863727,0.0982117,1.510706
hick,subject88,1bit,2.061674,6.3758883,0.21819475,0.080169074,1.4806153
hick,subject89,1bit,2.2933824,5.239917,0.2386291,0.10090697,1.506558
hick,subject9,1bit,1.8200688,6.79632,0.18324067,0.073443055,1.4444138
hick,subject90,1bit,2.0699768,5.73481,0.19906889,0.08944644,1.5004098
hick,subject91,1bit,2.3826811,5.6111894,0.22864254,0.09757835,1.5307343
hick,subject92,1bit,2.0775151,5.190646,0.16570526,0.09326542,1.4888059
hick,subject93,1bit,2.3149562,4.651578,0.19033776,0.11303476,1.5799732
hick,subject94,1bit,2.3220487,4.75355,0.19397064,0.10677234,1.5497954
hick,subject95,1bit,1.8453819,5.166522,0.17555878,0.090204865,1.4527726
hick,subject96,1bit,2.0419939,6.0073195,0.20051928,0.085501485,1.5003483
hick,subject97,1bit,1.9462851,6.168096,0.1825217,0.075000755,1.3774374
hick,subject98,1bit,2.3083863,4.6570234,0.20332171,0.12026895,1.4992124
hick,subject99,1bit,2.0579398,4.6706734,0.18932328,0.10208067,1.5456495
hick,subject1,2bit,2.1569858,3.7326608,0.19342472,0.11943603,1.5143366
hick,subject10,2bit,2.619976,4.429631,0.25040013,0.12998942,1.5437102
hick,subject100,2bit,2.4749637,4.8285847,0.257949,0.11951919,1.5011439
hick,subject101,2bit,1.9595126,6.6736717,0.25307056,0.07033652,1.3830472
hick,subject102,2bit,2.3121893,4.0465174,0.24169439,0.14179748,1.4740855
hick,subject103,2bit,2.4036646,3.3809762,0.21759684,0.13235492,1.5234059
hick,subject104,2bit,1.9799883,5.244329,0.19746357,0.093979575,1.480141
hick,subject105,2bit,2.5667205,4.780544,0.23866631,0.124690294,1.5253326
hick,subject106,2bit,2.7582824,4.666321,0.24836002,0.1230782,1.4559892
hick,subject107,2bit,2.2069383,5.3202763,0.26776117,0.11298351,1.516193
hick,subject108,2bit,2.7389698,4.239626,0.23784791,0.12290439,1.5568185
hick,subject109,2bit,2.161001,4.9881597,0.21047962,0.10154716,1.4919274
hick,subject11,2bit,2.61719,4.829269,0.24135652,0.118042156,1.5198181
hick,subject110,2bit,2.2115521,4.7804327,0.20492497,0.11332822,1.521868
hick,subject111,2bit,1.9391865,6.3431835,0.2193217,0.07820999,1.4679008
hick,subject112,2bit,2.3429458,4.1649275,0.20517583,0.112792656,1.5097109
hick,subject113,2bit,1.866488,4.9210324,0.2307097,0.094532706,1.3671479
hick,subject114,2bit,2.2082574,4.61271,0.22420138,0.11099569,1.4899141
hick,subject115,2bit,2.762195,4.2656984,0.3078346,0.1545366,1.4670945
hick,subject116,2bit,2.673315,3.2142687,0.3041265,0.22243431,1.5810726
hick,subject117,2bit,2.6405716,4.8387585,0.27921352,0.117874175,1.428795
hick,subject118,2bit,2.6143992,5.2167597,0.24246883,0.10977761,1.5278106
hick,subject119,2bit,2.4954522,4.3840227,0.25433853,0.14233156,1.5035992
hick,subject12,2bit,1.7037523,4.3481236,0.21520844,0.10017674,1.377327
hick,subject120,2bit,2.0197375,5.760023,0.21971592,0.08198637,1.4024538
hick,subject121,2bit,2.2065704,3.719707,0.22851148,0.12311683,1.3705016
hick,subject122,2bit,2.181896,4.1355157,0.21666071,0.12729508,1.5371532
hick,subject123,2bit,1.930634,5.715728,0.22118166,0.08894303,1.4632074
hick,subject124,2bit,2.2937396,3.761516,0.20101373,0.11833762,1.5121163
hick,subject125,2bit,2.252034,4.377243,0.21890785,0.12071434,1.5486671
hick,subject126,2bit,2.3474133,5.9733286,0.23436873,0.08517709,1.4294276
hick,subject127,2bit,2.2095857,4.789676,0.2401985,0.10969046,1.4396827
hick,subject128,2bit,2.3744836,5.875197,0.23915188,0.08934566,1.475094
hick,subject129,2bit,2.400548,4.616595,0.2392669,0.12487498,1.5045273
hick,subject13,2bit,1.8325082,3.629494,0.20624718,0.09655186,1.3799225
hick,subject130,2bit,2.2551494,5.7737913,0.21019985,0.08962524,1.4919125
hick,subject131,2bit,1.9485481,5.5950394,0.22423154,0.09009948,1.4545741
hick,subject132,2bit,1.8841866,4.556218,0.21113554,0.10207031,1.4802041
hick,subject133,2bit,2.028997,1.3691678,0.15651964,0.15239544,1.4668187
hick,subject134,2bit,2.0583537,6.3479724,0.21014738,0.07886328,1.4810078
hick,subject14,2bit,2.5377584,3.6558375,0.26135483,0.13586242,1.4512382
hick,subject15,2bit,2.367913,5.0878315,0.27913347,0.11253431,1.4102486
hick,subject16,2bit,2.1872315,5.4510126,0.19878893,0.084392376,1.3972415
hick,subject17,2bit,2.283874,5.197018,0.23053819,0.094230615,1.4246649
hick,subject18,2bit,2.354478,5.443804,0.26297498,0.106200464,1.4969516
hick,subject19,2bit,2.2358074,5.350247,0.24249324,0.10271715,1.5078675
hick,subject2,2bit,2.2555206,4.207524,0.2366036,0.11606002,1.3713887
hick,subject20,2bit,2.183471,5.2628064,0.24624823,0.09618382,1.4034003
hick,subject21,2bit,2.8662276,4.1718473,0.3355798,0.14301167,1.5084867
hick,subject22,2bit,2.0135195,3.4326525,0.23041807,0.14061743,1.4000597
hick,subject23,2bit,2.398384,4.6275024,0.22360878,0.11531547,1.5130197
hick,subject24,2bit,2.4475958,4.768263,0.22566764,0.11401127,1.5052345
hick,subject25,2bit,2.0406613,5.7175317,0.22283155,0.083298065,1.4248132
hick,subject26,2bit,2.177992,4.1897173,0.2543592,0.17882851,1.5612504
hick,subject27,2bit,2.5379298,5.235167,0.26046014,0.10549072,1.4475752
hick,subject28,2bit,2.2988818,5.087513,0.20135823,0.10286235,1.5342872
hick,subject29,2bit,1.7899871,7.010981,0.20489772,0.06680144,1.3893231
hick,subject3,2bit,2.7449892,2.7790244,0.25607097,0.14663947,1.5280033
hick,subject30,2bit,1.9087725,5.6603804,0.21874656,0.09038279,1.4780462
hick,subject31,2bit,2.1086173,3.8993685,0.26103678,0.17589092,1.5398465
hick,subject32,2bit,1.917619,4.1502423,0.20372997,0.11553021,1.4271514
hick,subject33,2bit,2.902077,4.036898,0.34307924,0.17400974,1.5019369
hick,subject34,2bit,2.3583927,5.548808,0.24321765,0.09675177,1.4633434
hick,subject35,2bit,2.13657,4.909379,0.24758503,0.11191419,1.4769508
hick,subject36,2bit,1.9805697,5.032172,0.20415781,0.1029481,1.5116214
hick,subject37,2bit,1.8777497,5.2444363,0.21362272,0.092298746,1.414491
hick,subject38,2bit,2.312409,4.594615,0.23500948,0.10653808,1.4287131
hick,subject39,2bit,2.8472137,3.7418413,0.2545901,0.14151274,1.5040594
hick,subject4,2bit,2.1266632,6.2298894,0.23831502,0.076258376,1.4004116
hick,subject40,2bit,2.1798258,4.517404,0.22241217,0.111008644,1.4705269
hick,subject41,2bit,2.6072025,4.930052,0.25540197,0.114799745,1.4945757
hick,subject42,2bit,2.0391088,6.1224923,0.21277896,0.07805303,1.4416775
hick,subject43,2bit,2.1610265,4.813826,0.2614342,0.11516666,1.4512962
hick,subject44,2bit,2.48787,5.2858477,0.22787583,0.1051428,1.5419071
hick,subject45,2bit,2.184898,5.4287376,0.23573984,0.098876886,1.5078031
hick,subject46,2bit,2.3009834,5.7452,0.25826237,0.09869477,1.5304375
hick,subject47,2bit,2.5644522,4.463045,0.2312733,0.12103237,1.4914682
hick,subject48,2bit,2.1580763,5.454325,0.22895305,0.09487682,1.4414176
hick,subject49,2bit,2.4693878,4.75723,0.22706187,0.118220985,1.5439966
hick,subject5,2bit,2.2788806,4.7501707,0.23488118,0.11033358,1.4294205
hick,subject50,2bit,2.0543253,5.091522,0.2388929,0.103318185,1.4674017
hick,subject51,2bit,2.2028708,5.5886774,0.2231665,0.0925755,1.4539573
hick,subject52,2bit,2.6180925,5.2528915,0.28233114,0.11823472,1.5537457
hick,subject53,2bit,2.138835,4.78308,0.22879511,0.10757628,1.4977067
hick,subject54,2bit,2.2874131,5.514115,0.25830057,0.09753983,1.4585377
hick,subject55,2bit,2.274335,5.1222844,0.19661479,0.10123249,1.4468007
hick,subject56,2bit,2.4159698,4.7464323,0.22369342,0.1223402,1.57143
hick,subject57,2bit,2.354191,4.3317113,0.22177224,0.12809294,1.5425344
hick,subject58,2bit,2.3937738,5.858511,0.26703155,0.092493966,1.4859746
hick,subject59,2bit,2.0774436,5.95026,0.22445074,0.090926,1.5023043
hick,subject6,2bit,2.4562342,4.9584737,0.25849926,0.11400058,1.4350333
hick,subject60,2bit,2.298553,4.9782953,0.22165969,0.09961692,1.4229316
hick,subject61,2bit,2.3774083,3.6887403,0.25128362,0.14502397,1.4700471
hick,subject62,2bit,1.9610059,5.406427,0.22369516,0.085864834,1.3814604
hick,subject63,2bit,2.1989708,4.879352,0.28514573,0.11154229,1.4269145
hick,subject64,2bit,2.11907,5.4623976,0.20390624,0.0949563,1.490597
hick,subject65,2bit,2.0228086,3.654775,0.22397256,0.11773969,1.4570485
hick,subject66,2bit,2.0955954,5.2273455,0.23516294,0.096404344,1.4246173
hick,subject67,2bit,2.1766481,1.2969558,0.24897207,0.13660592,1.5100126
hick,subject68,2bit,2.219336,5.5825286,0.22495995,0.09743759,1.5073285
hick,subject69,2bit,2.4930146,4.5732403,0.328386,0.15170273,1.4971881
hick,subject7,2bit,2.097032,4.7462363,0.21821603,0.12196961,1.5282903
hick,subject70,2bit,2.4763086,5.0704155,0.30308583,0.12580338,1.5066824
hick,subject71,2bit,2.5016809,5.533799,0.31724018,0.10717973,1.4761443
hick,subject72,2bit,2.2325568,4.2170863,0.21806738,0.1260756,1.4952565
hick,subject73,2bit,1.9341288,4.736211,0.17720443,0.09557197,1.3811288
hick,subject74,2bit,2.0712707,6.489917,0.22988549,0.0812306,1.5029278
hick,subject75,2bit,2.5575914,3.6225288,0.26067638,0.16074558,1.4838505
hick,subject76,2bit,2.2142334,4.9979434,0.2195944,0.099541,1.5084955
hick,subject77,2bit,2.5223045,4.6187515,0.25490874,0.11418206,1.3934842
hick,subject78,2bit,2.773758,4.352566,0.23894155,0.12882808,1.5396715
hick,subject79,2bit,2.2330675,4.7481422,0.22180893,0.119758725,1.4917718
hick,subject8,2bit,1.9699553,5.6944494,0.20558034,0.087431796,1.481098
hick,subject80,2bit,2.1598618,5.910505,0.22886547,0.088138066,1.4747173
hick,subject81,2bit,2.2403944,4.817132,0.2234436,0.104808144,1.4552811
hick,subject82,2bit,2.731625,4.109689,0.24796176,0.13677135,1.449513
hick,subject83,2bit,1.9952915,5.43989,0.20889704,0.08591055,1.4131662
hick,subject84,2bit,2.4144576,4.6821847,0.21902588,0.11390575,1.487859
hick,subject85,2bit,2.3878286,4.698114,0.2820516,0.12476084,1.4127682
hick,subject86,2bit,2.0042837,5.697446,0.2076645,0.08464592,1.4315207
hick,subject87,2bit,2.5466008,4.5237894,0.26381356,0.13834673,1.4821978
hick,subject88,2bit,2.0596037,5.5961504,0.2163036,0.08895777,1.4703867
hick,subject89,2bit,2.54546,4.7168746,0.31163043,0.13705137,1.4683859
hick,subject9,2bit,1.965877,6.272133,0.22115505,0.07537231,1.4254285
hick,subject90,2bit,2.1376321,4.4146433,0.22530806,0.11164506,1.4780262
hick,subject91,2bit,2.7449658,4.5095863,0.26797757,0.13261354,1.5175228
hick,subject92,2bit,2.1312215,5.242299,0.2254427,0.09207934,1.3973534
hick,subject93,2bit,2.6112432,4.317607,0.24216533,0.13628337,1.4980471
hick,subject94,2bit,2.6079357,4.6189876,0.258478,0.13257477,1.5573928
hick,subject95,2bit,1.9169161,4.7225895,0.23743707,0.105395064,1.4136962
hick,subject96,2bit,2.3419085,4.79249,0.24223185,0.11467643,1.5176456
hick,subject97,2bit,1.7956164,2.481425,0.20460281,0.109090716,1.4608155
hick,subject98,2bit,2.5649045,4.3261604,0.23036747,0.13549943,1.5028127
hick,subject99,2bit,2.4330993,4.0502167,0.26111856,0.16612321,1.4944392
